"id","parent_id","level","name","merger_name"
"161271344","16127","2","滑雪服","运动健康,滑雪运动,滑雪服"
"161271346","16127","2","滑雪衣裤套装","运动健康,滑雪运动,滑雪衣裤套装"
"161271352","16127","2","滑雪杖","运动健康,滑雪运动,滑雪杖"
"16129","16","1","户外装备","运动健康,户外装备"
"161311454","16131","2","台球巧克粉","运动健康,体育用品,台球巧克粉"
"161311466","16131","2","铅球","运动健康,体育用品,铅球"
"161311508","16131","2","其他足球装备","运动健康,体育用品,其他足球装备"
"161311521","16131","2","网球包","运动健康,体育用品,网球包"
"171401595","17140","2","绘画工具","玩具乐器,绘画/DIY,绘画工具"
"171451623","17145","2","腰鼓/秧歌鼓","玩具乐器,民族打击乐器,腰鼓/秧歌鼓"
"171461630","17146","2","琵琶","玩具乐器,民族弹拨乐器,琵琶"
"171491659","17149","2","大号","玩具乐器,西洋管乐器,大号"
"171491660","17149","2","小号","玩具乐器,西洋管乐器,小号"
"171531682","17153","2","太阳能玩具","玩具乐器,STEAM教玩具,太阳能玩具"
"17162","17","1","儿童玩具枪","玩具乐器,儿童玩具枪"
"171641732","17164","2","拖拉学步玩具","玩具乐器,健身架/爬行学步玩具,拖拉学步玩具"
"181681749","18168","2","福彩3D","彩票、旅行、充值、票务,彩票,福彩3D"
"191781824","19178","2","其他禽类","生鲜,禽肉蛋品,其他禽类"
"20",,"0","整车",
"0526","05","2","政治/军事","图书、音像、电子书刊,人文社科,政治/军事"
"0527","05","2","法律","图书、音像、电子书刊,人文社科,法律"
"0949","09","2","教育与考试","图书、音像、电子书刊,教育,教育与考试"
"11366","113","2","上网卡","手机,运营商,上网卡"
"21799","217","2","酒柜","家用电器,大 家 电,酒柜"
"218103","218","2","燃气灶","家用电器,厨卫大电,燃气灶"
"219127","219","2","电水壶/热水瓶","家用电器,厨房小电,电水壶/热水瓶"
"219140","219","2","打蛋器","家用电器,厨房小电,打蛋器"
"220144","220","2","加湿器","家用电器,生活电器,加湿器"
"222201","222","2","商用电磁炉","家用电器,商用电器,商用电磁炉"
"222219","222","2","商用冰柜/冰箱","家用电器,商用电器,商用冰柜/冰箱"
"433289","433","2","收纳袋/包","家居家装,收纳用品,收纳袋/包"
"435310","435","2","墙贴/装饰贴","家居家装,家装软饰,墙贴/装饰贴"
"435315","435","2","壁饰","家居家装,家装软饰,壁饰"
"541369","541","2","交换机","电脑办公,网络产品,交换机"
"542379","542","2","扫描仪","电脑办公,办公设备,扫描仪"
"542389","542","2","条码扫描","电脑办公,办公设备,条码扫描"
"543390","543","2","办公文具","电脑办公,文具,办公文具"
"543396","543","2","笔类","电脑办公,文具,笔类"
"544","5","1","服务产品","电脑办公,服务产品"
"545","5","1","电脑办公安装","电脑办公,电脑办公安装"
"649423","649","2","剪刀","厨具,刀剪菜板,剪刀"
"652450","652","2","果盘/果篮","厨具,餐具,果盘/果篮"
"655","6","1","咖啡具","厨具,咖啡具"
"864637","864","2","口罩","服饰内衣,服饰配件,口罩"
"967","9","1","钟表配件","钟表,钟表配件"
"10",,"0","鞋靴",
"1069657","1069","2","男靴","鞋靴,流行男鞋,男靴"
"1176742","1176","2","增高垫","母婴,安全座椅,增高垫"
"1279759","1279","2","礼盒礼券","礼品箱包,礼品,礼盒礼券"
"1280772","1280","2","腰带","礼品箱包,奢侈品,腰带"
"1281783","1281","2","烟斗","礼品箱包,火机烟具,烟斗"
"1282787","1282","2","婚庆服务","礼品箱包,婚庆,婚庆服务"
"1283792","1283","2","香皂花","礼品箱包,鲜花速递,香皂花"
"1388835","1388","2","牛奶乳品","食品饮料、保健食品,饮料冲调,牛奶乳品"
"1491861","1491","2","胸针","珠宝,时尚饰品,胸针"
"1495884","1495","2","投资银","珠宝,金银投资,投资银"
"1496891","1496","2","宝宝银饰","珠宝,银饰,宝宝银饰"
"1499902","1499","2","项链/吊坠","珠宝,水晶玛瑙,项链/吊坠"
"1499903","1499","2","耳饰","珠宝,水晶玛瑙,耳饰"
"14103929","14103","2","石英岩","珠宝,其它玉石,石英岩"
"15107961","15107","2","空调滤清器","汽车用品,维修保养,空调滤清器"
"15107974","15107","2","卤素灯","汽车用品,维修保养,卤素灯"
"15107979","15107","2","维修配件","汽车用品,维修保养,维修配件"
"15107983","15107","2","改装配件","汽车用品,维修保养,改装配件"
"151081004","15108","2","车载蓝牙","汽车用品,车载电器,车载蓝牙"
"151091033","15109","2","其它洗车工具","汽车用品,美容清洗,其它洗车工具"
"151091035","15109","2","打蜡机","汽车用品,美容清洗,打蜡机"
"151101056","15110","2","行李架/箱","汽车用品,汽车装饰,行李架/箱"
"151101062","15110","2","扶手箱","汽车用品,汽车装饰,扶手箱"
"151101063","15110","2","车载纸巾盒","汽车用品,汽车装饰,车载纸巾盒"
"151111134","15111","2","摩托车后视镜","汽车用品,安全自驾,摩托车后视镜"
"161141159","16114","2","篮球鞋","运动健康,运动鞋包,篮球鞋"
"16115","16","1","运动服饰","运动健康,运动服饰"
"161151175","16115","2","运动背心","运动健康,运动服饰,运动背心"
"161171205","16117","2","小鱼板","运动健康,轮滑滑板,小鱼板"
"16122","16","1","武术搏击","运动健康,武术搏击"
"161221244","16122","2","跆拳道","运动健康,武术搏击,跆拳道"
"161231254","16123","2","运动护踝","运动健康,运动护具,运动护踝"
"161231266","16123","2","运动肌肉贴","运动健康,运动护具,运动肌肉贴"
"16124","16","1","瑜伽舞蹈","运动健康,瑜伽舞蹈"
"161241273","16124","2","瑜伽服裤","运动健康,瑜伽舞蹈,瑜伽服裤"
"161241302","16124","2","瑜伽半圆球","运动健康,瑜伽舞蹈,瑜伽半圆球"
"161241307","16124","2","瑜伽包","运动健康,瑜伽舞蹈,瑜伽包"
"161261328","16126","2","速滑手套","运动健康,冰上运动,速滑手套"
"161261339","16126","2","冰球球饼","运动健康,冰上运动,冰球球饼"
"161271355","16127","2","更多滑雪用具","运动健康,滑雪运动,更多滑雪用具"
"161281356","16128","2","冲锋衣裤","运动健康,户外鞋服,冲锋衣裤"
"161291387","16129","2","望远镜","运动健康,户外装备,望远镜"
"17136","17","1","跳舞毯/游戏毯","玩具乐器,跳舞毯/游戏毯"
"17143","17","1","乐器配件","玩具乐器,乐器配件"
"171441618","17144","2","箫","玩具乐器,民族吹奏乐器,箫"
"17151","17","1","键盘乐器","玩具乐器,键盘乐器"
"171511675","17151","2","口风琴","玩具乐器,键盘乐器,口风琴"
"171531684","17153","2","风动船/风动转向玩具","玩具乐器,STEAM教玩具,风动船/风动转向玩具"
"171541692","17154","2","宝宝布书","玩具乐器,响铃/安抚玩具,宝宝布书"
"171601713","17160","2","固定翼","玩具乐器,油动/电动模型,固定翼"
"171631720","17163","2","海洋球/波波球","玩具乐器,户外玩具/游乐设施,海洋球/波波球"
"18172","18","1","充值","彩票、旅行、充值、票务,充值"
"191751802","19175","2","山竹","生鲜,水果,山竹"
"191761804","19176","2","牛肉","生鲜,猪牛羊肉,牛肉"
"191771817","19177","2","软足类","生鲜,海鲜水产,软足类"
"19179","19","1","面点烘焙","生鲜,面点烘焙"
"191791827","19179","2","面点","生鲜,面点烘焙,面点"
"19182","19","1","蔬菜","生鲜,蔬菜"
"20183","20","1","传统乘用车","整车,传统乘用车"
"201831849","20183","2","中型轿车","整车,传统乘用车,中型轿车"
"201841855","20184","2","微型轿车（二手）","整车,二手车,微型轿车（二手）"
"01","0","1","音像","图书、音像、电子书刊,音像"
"010","0","1","港台图书","图书、音像、电子书刊,港台图书"
"11361","113","2","合约机","手机,运营商,合约机"
"21795","217","2","中央空调","家用电器,大 家 电,中央空调"
"219134","219","2","电陶炉","家用电器,厨房小电,电陶炉"
"222180","222","2","醒发箱","家用电器,商用电器,醒发箱"
"224227","224","2","空调配件","家用电器,家电配件,空调配件"
"327253","327","2","闪光灯/手柄","数码,数码配件,闪光灯/手柄"
"329275","329","2","收音机","数码,影音娱乐,收音机"
"538336","538","2","内存","电脑办公,电脑组件,内存"
"538337","538","2","机箱","电脑办公,电脑组件,机箱"
"539355","539","2","插座","电脑办公,外设产品,插座"
"542384","542","2","会议音频视频","电脑办公,办公设备,会议音频视频"
"649","6","1","刀剪菜板","厨具,刀剪菜板"
"650","6","1","厨房配件","厨具,厨房配件"
"650432","650","2","厨房置物架","厨具,厨房配件,厨房置物架"
"650433","650","2","厨房DIY/小工具","厨具,厨房配件,厨房DIY/小工具"
"655467","655","2","咖啡壶","厨具,咖啡具,咖啡壶"
"756481","756","2","男士面膜","个护化妆,男士面部护肤,男士面膜"
"759512","759","2","腮红/胭脂","个护化妆,香水彩妆,腮红/胭脂"
"759521","759","2","遮瑕","个护化妆,香水彩妆,遮瑕"
"860","8","1","女装","服饰内衣,女装"
"860544","860","2","风衣","服饰内衣,女装,风衣"
"861575","861","2","西服","服饰内衣,男装,西服"
"861583","861","2","中老年男装","服饰内衣,男装,中老年男装"
"864619","864","2","棒球帽","服饰内衣,服饰配件,棒球帽"
"1069661","1069","2","传统布鞋","鞋靴,流行男鞋,传统布鞋"
"1070686","1070","2","防水台","鞋靴,时尚女鞋,防水台"
"11",,"0","母婴",
"1174707","1174","2","产后塑身","母婴,妈妈专区,产后塑身"
"1174713","1174","2","待产护理","母婴,妈妈专区,待产护理"
"1175737","1175","2","亲子装","母婴,童装,亲子装"
"1177749","1177","2","棉鞋","母婴,童鞋,棉鞋"
"1283795","1283","2","花材配件","礼品箱包,鲜花速递,花材配件"
"14100","14","1","彩宝","珠宝,彩宝"
"15107955","15107","2","添加剂","汽车用品,维修保养,添加剂"
"15107962","15107","2","汽车玻璃","汽车用品,维修保养,汽车玻璃"
"15107971","15107","2","减震器","汽车用品,维修保养,减震器"
"15107989","15107","2","氧传感器","汽车用品,维修保养,氧传感器"
"151081001","15108","2","安全预警仪","汽车用品,车载电器,安全预警仪"
"151081015","15108","2","车载生活电器","汽车用品,车载电器,车载生活电器"
"151091030","15109","2","喷漆","汽车用品,美容清洗,喷漆"
"151101048","15110","2","车用收纳袋/盒","汽车用品,汽车装饰,车用收纳袋/盒"
"151101050","15110","2","遮阳挡/雪挡","汽车用品,汽车装饰,遮阳挡/雪挡"
"151101074","15110","2","头枕腰靠","汽车用品,汽车装饰,头枕腰靠"
"151111102","15111","2","拖车绳","汽车用品,安全自驾,拖车绳"
"151121150","15112","2","ETC","汽车用品,汽车服务,ETC"
"161141163","16114","2","专项运动鞋","运动健康,运动鞋包,专项运动鞋"
"161141164","16114","2","训练鞋","运动健康,运动鞋包,训练鞋"
"161161181","16116","2","军棋/陆战棋","运动健康,棋牌麻将,军棋/陆战棋"
"161171206","16117","2","其它轮滑滑板","运动健康,轮滑滑板,其它轮滑滑板"
"161201237","16120","2","比基尼","运动健康,游泳用品,比基尼"
"161241270","16124","2","瑜伽服套装","运动健康,瑜伽舞蹈,瑜伽服套装"
"161241276","16124","2","瑜伽袜","运动健康,瑜伽舞蹈,瑜伽袜"
"161241281","16124","2","现代舞服","运动健康,瑜伽舞蹈,现代舞服"
"161261331","16126","2","花样滑冰鞋","运动健康,冰上运动,花样滑冰鞋"
"161261338","16126","2","冰球杆胶布","运动健康,冰上运动,冰球杆胶布"
"161301406","16130","2","健身路径","运动健康,健身训练,健身路径"
"161311425","16131","2","壁球","运动健康,体育用品,壁球"
"161311440","16131","2","高尔夫毛/线衫","运动健康,体育用品,高尔夫毛/线衫"
"161311447","16131","2","其他高尔夫装备","运动健康,体育用品,其他高尔夫装备"
"161311460","16131","2","台球修杆器","运动健康,体育用品,台球修杆器"
"161311474","16131","2","排球鞋服","运动健康,体育用品,排球鞋服"
"161311481","16131","2","橄榄球手套","运动健康,体育用品,橄榄球手套"
"171341559","17134","2","换装娃娃","玩具乐器,娃娃玩具,换装娃娃"
"171371573","17137","2","卡通周边","玩具乐器,潮玩/动漫,卡通周边"
"171371579","17137","2","陀螺","玩具乐器,潮玩/动漫,陀螺"
"171381586","17138","2","智能公仔/娃娃","玩具乐器,早教/智能玩具,智能公仔/娃娃"
"17142","17","1","其它乐器","玩具乐器,其它乐器"
"171431604","17143","2","谱架/谱台","玩具乐器,乐器配件,谱架/谱台"
"171441614","17144","2","唢呐","玩具乐器,民族吹奏乐器,唢呐"
"171491654","17149","2","电吹管","玩具乐器,西洋管乐器,电吹管"
"171541689","17154","2","布质/软胶积木","玩具乐器,响铃/安抚玩具,布质/软胶积木"
"171551697","17155","2","敲打玩具","玩具乐器,拆装/敲打玩具,敲打玩具"
"171571703","17157","2","发光玩具","玩具乐器,发光/充气玩具,发光玩具"
"171601714","17160","2","坦克","玩具乐器,油动/电动模型,坦克"
"171661744","17166","2","魔方","玩具乐器,魔方解锁/迷宫,魔方"
"191761807","19176","2","内脏类","生鲜,猪牛羊肉,内脏类"
"191781823","19178","2","蛋类","生鲜,禽肉蛋品,蛋类"
"191811838","19181","2","方便菜","生鲜,速食熟食,方便菜"
"0528","05","2","人文社科","图书、音像、电子书刊,人文社科,人文社科"
"0737","07","2","健身与保健","图书、音像、电子书刊,生活,健身与保健"
"0952","09","2","字典词典","图书、音像、电子书刊,教育,字典词典"
"11475","114","2","手机壳/保护套","手机,手机配件,手机壳/保护套"
"11585","115","2","数字对讲机","手机,对讲机,数字对讲机"
"218106","218","2","集成灶","家用电器,厨卫大电,集成灶"
"219","2","1","厨房小电","家用电器,厨房小电"
"219137","219","2","料理机","家用电器,厨房小电,料理机"
"220142","220","2","取暖电器","家用电器,生活电器,取暖电器"
"222205","222","2","冰淇淋机","家用电器,商用电器,冰淇淋机"
"223","2","1","家电服务","家用电器,家电服务"
"328267","328","2","智能家居","数码,智能设备,智能家居"
"328269","328","2","其他配件","数码,智能设备,其他配件"
"329276","329","2","麦克风","数码,影音娱乐,麦克风"
"330281","330","2","早教益智","数码,电子教育,早教益智"
"434","4","1","生活日用","家居家装,生活日用"
"538345","538","2","组装电脑","电脑办公,电脑组件,组装电脑"
"539354","539","2","硬盘盒","电脑办公,外设产品,硬盘盒"
"547411","547","2","色带","电脑办公,办公耗材,色带"
"648420","648","2","水壶","厨具,烹饪锅具,水壶"
"654","6","1","茶具","厨具,茶具"
"758507","758","2","润唇膏","个护化妆,面部护肤,润唇膏"
"759529","759","2","睫毛膏/增长液","个护化妆,香水彩妆,睫毛膏/增长液"
"860533","860","2","雪纺衫","服饰内衣,女装,雪纺衫"
"860556","860","2","羊绒衫","服饰内衣,女装,羊绒衫"
"860560","860","2","仿皮皮衣","服饰内衣,女装,仿皮皮衣"
"862594","862","2","女式内裤","服饰内衣,内衣,女式内裤"
"966648","966","2","座钟","钟表,时钟,座钟"
"1173699","1173","2","自行车","母婴,童车童床,自行车"
"1174715","1174","2","哺乳用品","母婴,妈妈专区,哺乳用品"
"1279764","1279","2","美妆礼品","礼品箱包,礼品,美妆礼品"
"1280770","1280","2","钱包","礼品箱包,奢侈品,钱包"
"1283794","1283","2","干花","礼品箱包,鲜花速递,干花"
"13",,"0","食品饮料、保健食品",
"1386821","1386","2","蜜饯果干","食品饮料、保健食品,休闲食品,蜜饯果干"
"1498900","1498","2","翡翠耳饰","珠宝,翡翠,翡翠耳饰"
"14100913","14100","2","祖母绿","珠宝,彩宝,祖母绿"
"14101918","14101","2","和田玉手镯","珠宝,和田玉,和田玉手镯"
"14103","14","1","其它玉石","珠宝,其它玉石"
"14104937","14104","2","其他","珠宝,木手串/把件,其他"
"14105943","14105","2","珍珠手链","珠宝,珍珠,珍珠手链"
"15107990","15107","2","起动机/发电机","汽车用品,维修保养,起动机/发电机"
"151101052","15110","2","脚垫","汽车用品,汽车装饰,脚垫"
"151101083","15110","2","车载挂钩","汽车用品,汽车装饰,车载挂钩"
"151111103","15111","2","安全锤","汽车用品,安全自驾,安全锤"
"151111119","15111","2","充气泵","汽车用品,安全自驾,充气泵"
"151111130","15111","2","摩托车雨衣","汽车用品,安全自驾,摩托车雨衣"
"151111135","15111","2","摩托车锁","汽车用品,安全自驾,摩托车锁"
"151121146","15112","2","保养维修","汽车用品,汽车服务,保养维修"
"161151172","16115","2","T恤","运动健康,运动服饰,T恤"
"16117","16","1","轮滑滑板","运动健康,轮滑滑板"
"161201238","16120","2","游泳配件","运动健康,游泳用品,游泳配件"
"161221246","16122","2","柔道","运动健康,武术搏击,柔道"
"161231260","16123","2","护指","运动健康,运动护具,护指"
"161241272","16124","2","瑜伽服上衣","运动健康,瑜伽舞蹈,瑜伽服上衣"
"161241303","16124","2","瑜伽吊床","运动健康,瑜伽舞蹈,瑜伽吊床"
"161281371","16128","2","工装鞋","运动健康,户外鞋服,工装鞋"
"161281373","16128","2","沙滩/凉拖","运动健康,户外鞋服,沙滩/凉拖"
"161291390","16129","2","军迷用品","运动健康,户外装备,军迷用品"
"161301416","16130","2","俯卧撑架","运动健康,健身训练,俯卧撑架"
"161311441","16131","2","更多高尔夫服装","运动健康,体育用品,更多高尔夫服装"
"161311478","16131","2","棒球手套","运动健康,体育用品,棒球手套"
"161311545","16131","2","台球桌","运动健康,体育用品,台球桌"
"17132","17","1","遥控/电动玩具","玩具乐器,遥控/电动玩具"
"171351562","17135","2","车模","玩具乐器,静态模型,车模"
"171351567","17135","2","火车模型","玩具乐器,静态模型,火车模型"
"171481648","17148","2","非洲鼓","玩具乐器,西洋打击乐器,非洲鼓"
"171491657","17149","2","长笛","玩具乐器,西洋管乐器,长笛"
"171581706","17158","2","发条玩具","玩具乐器,惯性/发条玩具,发条玩具"
"171631724","17163","2","儿童滑梯","玩具乐器,户外玩具/游乐设施,儿童滑梯"
"171661742","17166","2","迷宫类","玩具乐器,魔方解锁/迷宫,迷宫类"
"171671746","17167","2","音乐盒","玩具乐器,音乐玩具,音乐盒"
"181711764","18171","2","旅游团购","彩票、旅行、充值、票务,旅行,旅游团购"
"191751796","19175","2","龙眼","生鲜,水果,龙眼"
"191761805","19176","2","羊肉","生鲜,猪牛羊肉,羊肉"
"191771811","19177","2","蟹类","生鲜,海鲜水产,蟹类"
"201841863","20184","2","跑车（二手）","整车,二手车,跑车（二手）"
"0211","02","2","传记","图书、音像、电子书刊,英文原版,传记"
"0314","03","2","文学","图书、音像、电子书刊,文艺,文学"
"0634","06","2","管理","图书、音像、电子书刊,经管励志,管理"
"11473","114","2","充电器","手机,手机配件,充电器"
"11474","114","2","数据线","手机,手机配件,数据线"
"11476","114","2","手机电池","手机,手机配件,手机电池"
"220143","220","2","空气净化器","家用电器,生活电器,空气净化器"
"221173","221","2","其它健康电器","家用电器,个护健康,其它健康电器"
"222196","222","2","蒸柜","家用电器,商用电器,蒸柜"
"224228","224","2","个护健康配件","家用电器,家电配件,个护健康配件"
"328271","328","2","无人机","数码,智能设备,无人机"
"433291","433","2","收纳箱","家居家装,收纳用品,收纳箱"
"433294","433","2","分隔收纳","家居家装,收纳用品,分隔收纳"
"540362","540","2","游戏机","电脑办公,游戏设备,游戏机"
"541","5","1","网络产品","电脑办公,网络产品"
"541370","541","2","网络存储","电脑办公,网络产品,网络存储"
"543394","543","2","本册/便签","电脑办公,文具,本册/便签"
"654458","654","2","茶壶","厨具,茶具,茶壶"
"654464","654","2","旅行茶具","厨具,茶具,旅行茶具"
"655469","655","2","磨豆机","厨具,咖啡具,磨豆机"
"655470","655","2","打奶器","厨具,咖啡具,打奶器"
"758501","758","2","眼霜/眼部精华","个护化妆,面部护肤,眼霜/眼部精华"
"860536","860","2","连衣裙","服饰内衣,女装,连衣裙"
"860538","860","2","牛仔裤","服饰内衣,女装,牛仔裤"
"860558","860","2","皮草","服饰内衣,女装,皮草"
"860562","860","2","设计师/潮牌","服饰内衣,女装,设计师/潮牌"
"861565","861","2","T恤","服饰内衣,男装,T恤"
"861578","861","2","牛仔裤","服饰内衣,男装,牛仔裤"
"861584","861","2","唐装/汉服","服饰内衣,男装,唐装/汉服"
"861591","861","2","羊毛衫","服饰内衣,男装,羊毛衫"
"862598","862","2","泳衣","服饰内衣,内衣,泳衣"
"864622","864","2","老花镜","服饰内衣,服饰配件,老花镜"
"1070672","1070","2","雪地靴","鞋靴,时尚女鞋,雪地靴"
"1070673","1070","2","拖鞋/人字拖","鞋靴,时尚女鞋,拖鞋/人字拖"
"1171687","1171","2","婴幼儿奶粉","母婴,奶粉,婴幼儿奶粉"
"1175733","1175","2","礼服/演出服","母婴,童装,礼服/演出服"
"1177744","1177","2","学步鞋/步前鞋","母婴,童鞋,学步鞋/步前鞋"
"1177746","1177","2","布鞋/编织鞋","母婴,童鞋,布鞋/编织鞋"
"1282785","1282","2","婚嫁首饰","礼品箱包,婚庆,婚嫁首饰"
"1385813","1385","2","湖南","食品饮料、保健食品,地方特产,湖南"
"1385815","1385","2","云南","食品饮料、保健食品,地方特产,云南"
"1387832","1387","2","有机食品","食品饮料、保健食品,粮油调味,有机食品"
"1389842","1389","2","卡券","食品饮料、保健食品,食品礼券,卡券"
"1390843","1390","2","铁观音","食品饮料、保健食品,茗茶,铁观音"
"1390851","1390","2","养生茶","食品饮料、保健食品,茗茶,养生茶"
"1498","14","1","翡翠","珠宝,翡翠"
"14102923","14102","2","铂金吊坠","珠宝,铂金,铂金吊坠"
"14105941","14105","2","珍珠吊坠","珠宝,珍珠,珍珠吊坠"
"15107954","15107","2","刹车蹄","汽车用品,维修保养,刹车蹄"
"15107966","15107","2","机油滤清器","汽车用品,维修保养,机油滤清器"
"15108999","15108","2","逆变器","汽车用品,车载电器,逆变器"
"151091038","15109","2","洗车水管/接头","汽车用品,美容清洗,洗车水管/接头"
"151111109","15111","2","中控锁","汽车用品,安全自驾,中控锁"
"16114","16","1","运动鞋包","运动健康,运动鞋包"
"161151168","16115","2","棉服","运动健康,运动服饰,棉服"
"161151171","16115","2","卫衣/套头衫","运动健康,运动服饰,卫衣/套头衫"
"16116","16","1","棋牌麻将","运动健康,棋牌麻将"
"161161188","16116","2","牌九","运动健康,棋牌麻将,牌九"
"161161189","16116","2","骰子/色子","运动健康,棋牌麻将,骰子/色子"
"161171204","16117","2","双翘板","运动健康,轮滑滑板,双翘板"
"161221243","16122","2","拳击","运动健康,武术搏击,拳击"
"161221247","16122","2","剑道","运动健康,武术搏击,剑道"
"161241280","16124","2","芭蕾舞服","运动健康,瑜伽舞蹈,芭蕾舞服"
"161241285","16124","2","拉丁舞鞋","运动健康,瑜伽舞蹈,拉丁舞鞋"
"161251310","16125","2","马术靴","运动健康,马术/民俗运动,马术靴"
"161271353","16127","2","雪板固定器","运动健康,滑雪运动,雪板固定器"
"161281359","16128","2","休闲衣裤","运动健康,户外鞋服,休闲衣裤"
"161281369","16128","2","越野跑鞋","运动健康,户外鞋服,越野跑鞋"
"161291385","16129","2","军迷装备","运动健康,户外装备,军迷装备"
"161301394","16130","2","综合训练器","运动健康,健身训练,综合训练器"
"161301396","16130","2","椭圆机","运动健康,健身训练,椭圆机"
"161301401","16130","2","其他器械","运动健康,健身训练,其他器械"
"161301403","16130","2","动感单车","运动健康,健身训练,动感单车"
"161301414","16130","2","腕力器","运动健康,健身训练,腕力器"
"161311442","16131","2","高尔夫球包","运动健康,体育用品,高尔夫球包"
"161311443","16131","2","高尔夫球包车","运动健康,体育用品,高尔夫球包车"
"161311477","16131","2","棒球棒","运动健康,体育用品,棒球棒"
"161311487","16131","2","乒乓球桌","运动健康,体育用品,乒乓球桌"
"161311501","16131","2","足球球门","运动健康,体育用品,足球球门"
"161311510","16131","2","羽毛球","运动健康,体育用品,羽毛球"
"171441616","17144","2","笙","玩具乐器,民族吹奏乐器,笙"
"171461633","17146","2","三弦","玩具乐器,民族弹拨乐器,三弦"
"171471640","17147","2","京胡/京二胡","玩具乐器,民族拉弦乐器,京胡/京二胡"
"171491662","17149","2","长号","玩具乐器,西洋管乐器,长号"
"171541691","17154","2","拨浪鼓","玩具乐器,响铃/安抚玩具,拨浪鼓"
"17156","17","1","串珠/配对玩具","玩具乐器,串珠/配对玩具"
"181681756","18168","2","新时时彩","彩票、旅行、充值、票务,彩票,新时时彩"
"191751783","19175","2","柚子","生鲜,水果,柚子"
"191751787","19175","2","菠萝/凤梨","生鲜,水果,菠萝/凤梨"
"191751799","19175","2","石榴","生鲜,水果,石榴"
"191801836","19180","2","低温奶","生鲜,乳品冷饮,低温奶"
"19181","19","1","速食熟食","生鲜,速食熟食"
"201831852","20183","2","MPV","整车,传统乘用车,MPV"
"113","1","1","运营商","手机,运营商"
"11482","114","2","手机信号增强器","手机,手机配件,手机信号增强器"
"219132","219","2","电热饭盒","家用电器,厨房小电,电热饭盒"
"220147","220","2","挂烫机/熨斗","家用电器,生活电器,挂烫机/熨斗"
"220154","220","2","其它生活电器","家用电器,生活电器,其它生活电器"
"220155","220","2","净水器","家用电器,生活电器,净水器"
"221177","221","2","电动牙刷头","家用电器,个护健康,电动牙刷头"
"225232","225","2","HIFI专区","家用电器,视听影音,HIFI专区"
"326245","326","2","镜头","数码,摄影摄像,镜头"
"435311","435","2","钟饰","家居家装,家装软饰,钟饰"
"538333","538","2","显卡","电脑办公,电脑组件,显卡"
"538338","538","2","电源","电脑办公,电脑组件,电源"
"539357","539","2","UPS电源","电脑办公,外设产品,UPS电源"
"539361","539","2","网络仪表仪器","电脑办公,外设产品,网络仪表仪器"
"542385","542","2","保险柜/箱","电脑办公,办公设备,保险柜/箱"
"648415","648","2","蒸锅","厨具,烹饪锅具,蒸锅"
"650435","650","2","调料器皿","厨具,厨房配件,调料器皿"
"759511","759","2","粉底液/膏","个护化妆,香水彩妆,粉底液/膏"
"861","8","1","男装","服饰内衣,男装"
"861564","861","2","衬衫","服饰内衣,男装,衬衫"
"861581","861","2","西服套装","服饰内衣,男装,西服套装"
"862593","862","2","文胸","服饰内衣,内衣,文胸"
"864621","864","2","遮阳帽","服饰内衣,服饰配件,遮阳帽"
"864630","864","2","礼帽","服饰内衣,服饰配件,礼帽"
"864638","864","2","耳罩/耳包","服饰内衣,服饰配件,耳罩/耳包"
"966649","966","2","挂钟","钟表,时钟,挂钟"
"1069663","1069","2","帆布鞋","鞋靴,流行男鞋,帆布鞋"
"1171","11","1","奶粉","母婴,奶粉"
"1173696","1173","2","婴儿床","母婴,童车童床,婴儿床"
"1175719","1175","2","家居服","母婴,童装,家居服"
"1279763","1279","2","京东卡","礼品箱包,礼品,京东卡"
"1279767","1279","2","古董文玩","礼品箱包,礼品,古董文玩"
"1280773","1280","2","太阳镜/眼镜框","礼品箱包,奢侈品,太阳镜/眼镜框"
"1280774","1280","2","配件","礼品箱包,奢侈品,配件"
"1385811","1385","2","内蒙古","食品饮料、保健食品,地方特产,内蒙古"
"1385816","1385","2","东北","食品饮料、保健食品,地方特产,东北"
"1386823","1386","2","饼干蛋糕","食品饮料、保健食品,休闲食品,饼干蛋糕"
"1390844","1390","2","普洱","食品饮料、保健食品,茗茶,普洱"
"14100909","14100","2","碧玺","珠宝,彩宝,碧玺"
"14103928","14103","2","绿松石","珠宝,其它玉石,绿松石"
"14104","14","1","木手串/把件","珠宝,木手串/把件"
"15107953","15107","2","正时皮带","汽车用品,维修保养,正时皮带"
"15107973","15107","2","雨刷","汽车用品,维修保养,雨刷"
"151081014","15108","2","汽车音响","汽车用品,车载电器,汽车音响"
"151091025","15109","2","汽车贴膜","汽车用品,美容清洗,汽车贴膜"
"151091036","15109","2","洗车配件","汽车用品,美容清洗,洗车配件"
"151101089","15110","2","仪表台防晒垫","汽车用品,汽车装饰,仪表台防晒垫"
"151101093","15110","2","车门拉手装饰","汽车用品,汽车装饰,车门拉手装饰"
"151101098","15110","2","防撞胶条","汽车用品,汽车装饰,防撞胶条"
"151111127","15111","2","摩托车骑行裤","汽车用品,安全自驾,摩托车骑行裤"
"151121145","15112","2","空调清洗","汽车用品,汽车服务,空调清洗"
"161141161","16114","2","帆布鞋","运动健康,运动鞋包,帆布鞋"
"161141166","16114","2","运动包","运动健康,运动鞋包,运动包"
"161171201","16117","2","轮滑护具","运动健康,轮滑滑板,轮滑护具"
